user_id,book_id,rating
37404,8431,4
37409,5571,5
37404,8608,4
3416,7944,4
8761,3431,4
37408,1743,4
185,7008,4
37410,60,3
37411,2520,4
37411,822,3
35363,1909,5
35363,673,5
37413,112,5
37412,215,5
37412,9997,5
11161,3073,5
37412,3300,1
37415,4163,5
37415,6613,5
37415,5571,5
37415,446,5
37415,6627,4
23809,60,2
21234,2555,4
21234,7145,4
37415,174,5
18873,7382,5
37416,8009,5
37415,2268,3
37416,1418,3
37041,99,3
37416,217,5
7942,435,3
32044,7893,3
30240,119,5
37401,8195,5
30240,60,5
12620,1990,4
13414,244,4
37401,3003,4
7938,316,4
12149,1190,5
18355,1001,4
20627,5132,3
2607,320,4
37419,167,3
37419,469,3
37419,4050,4
37419,9187,3
7673,244,3
37419,112,3
32173,285,4
37361,6267,3
18164,3493,4
1944,1190,2
37422,215,4
23465,6211,3
37419,174,3
12285,2255,5
23588,469,5
26583,6451,5
37423,4062,5
37426,356,4
37425,198,5
37427,3444,2
37426,2255,4
23980,167,5
27579,1001,5
33119,673,5
33798,6234,4
29167,3747,5
5961,6784,5
5961,1990,4
34548,393,4
34548,752,5
34548,842,5
34548,1022,5
15824,119,5
4539,3343,3
37431,3893,3
27594,5080,2
13507,7267,5
13507,167,5
13507,2470,5
13507,2501,4
13507,2109,5
13507,2718,5
13507,2944,5
37432,1240,5
37432,974,4
37432,176,4
37432,232,5
37432,612,4
37432,725,4
37432,2520,4
37432,8056,4
37432,6120,4
37432,8223,4
37431,446,5
37431,1461,4
37431,1631,4
37431,1240,4
37431,469,4
37431,6533,3
37433,3893,5
37433,7459,5
37433,403,4
37433,4079,5
37433,316,5
5443,320,4
36840,3699,4
5443,6413,5
37434,1029,4
9065,112,4
11429,1943,5
5124,9437,4
15824,3844,5
35925,2441,4
15824,7974,5
21637,6533,5
17388,320,3
37099,1418,5
4799,313,4
20916,1838,5
20916,7707,5
20916,4545,5
20916,1471,5
23436,2538,5
18758,873,4
37342,9212,3
37342,4062,3
24582,6047,4
37423,2849,5
37423,7053,5
37423,7158,5
37423,7348,5
37423,8431,5
37423,8608,5
37342,403,3
18361,1743,4
1056,1816,2
12978,1838,3
37437,671,4
24896,313,3
30728,167,5
30728,9668,5
30728,4498,4
30728,4922,5
30728,1682,4
30728,215,5
30728,665,5
30728,2609,4
37439,8605,5
161,5289,4
37439,3214,4
37439,1838,4
37439,5941,4
37439,198,5
12805,7009,5
37421,244,3
30347,3005,5
33827,215,5
37427,167,5
26331,393,5
37441,1909,4
32744,1001,4
36963,672,4
10913,235,3
37442,60,3
37441,60,4
37441,119,4
9067,112,5
37442,672,4
37444,4616,4
37444,9592,4
37444,3870,5
19360,7666,5
37444,3003,3
37444,2373,5
37445,167,5
25252,928,5
37444,5799,4
14456,4254,5
30072,1418,5
3083,1001,2
37414,356,5
37414,873,5
37414,1033,5
37414,1163,5
37414,1225,5
37414,1289,5
37414,1233,5
37414,1549,5
37414,1476,5
37414,1774,5
37414,1827,5
37414,1975,5
37414,1977,5
17151,198,4
17151,9281,3
17151,147,5
17151,6907,5
37414,469,3
17151,4168,5
17151,435,5
17151,671,5
37447,167,5
17151,244,5
30892,60,2
17151,1141,5
17151,3893,4
11436,167,3
26297,244,3
30733,198,3
32679,3035,4
32679,3431,4
30733,4062,4
22157,2441,5
33433,99,5
37421,217,4
35394,393,4
37425,174,4
7669,581,5
37421,356,4
20265,313,5
37425,5930,5
37425,5315,5
34449,2189,4
31507,313,4
37448,2175,5
37375,5328,5
37448,1325,4
37448,60,4
35468,167,4
35468,6189,5
35468,7081,5
21966,174,5
37450,99,3
37451,356,3
34945,215,4
37448,316,5
34960,198,4
21966,1241,5
21966,1555,5
11530,1241,4
37448,473,4
6428,313,4
37453,4429,3
34960,7647,4
31728,4254,4
16963,4086,3
33368,537,4
37453,3684,5
37453,60,3
8761,3035,2
22108,1555,3
22108,6130,3
22108,9386,3
30019,3456,5
22108,60,2
21966,5595,5
27615,1001,3
37455,7459,3
37455,1418,4
37455,167,2
37455,789,5
37455,9737,2
37455,2189,3
37455,910,4
37455,914,3
33966,6293,5
33966,7698,3
17751,320,4
36611,313,3
8768,6240,5
24022,4237,2
34721,198,5
37456,7666,4
34656,4950,5
37456,910,4
37456,60,3
37457,119,5
37459,176,5
21549,2609,4
34987,198,5
34987,176,4
34987,1555,4
35808,4674,5
37460,176,4
37437,99,4
37461,1018,5
37462,671,4
37462,1461,5
37461,3639,2
37462,446,4
36702,389,5
34175,665,4
37461,4163,5
37111,1240,3
37451,469,3
31350,5911,5
37451,60,2
1299,673,4
339,215,4
19147,565,5
19147,603,5
19147,9141,5
36768,5949,4
36768,8829,3
6297,389,5
6297,565,3
6297,603,3
37234,5573,4
37234,1587,4
37234,4237,3
37234,6627,4
37234,1712,4
37234,2268,4
37234,5615,4
37234,60,3
37234,7566,3
30825,3893,4
37234,4848,4
30958,822,2
30825,217,5
30825,403,3
32131,320,5
28160,285,4
37332,119,5
37332,3235,4
37464,9225,4
37464,2189,5
37464,910,4
19235,8608,4
8850,1990,4
37464,986,3
2395,822,3
37464,9710,3
37129,8106,4
2395,4122,5
37447,232,5
37447,612,5
37447,725,5
21336,2189,5
8112,1141,4
36048,3639,2
37467,167,5
37467,3684,4
37467,9441,5
11454,7944,4
3630,176,5
36690,6293,5
36464,3366,4
14721,673,3
6201,174,3
3135,6451,2
3630,2520,1
7555,217,3
37471,99,5
14064,60,4
14064,217,5
19500,1929,5
19500,9262,5
37417,5520,3
37473,4083,5
9983,60,4
14624,7404,3
17096,167,5
20655,7459,4
20655,3684,3
20655,9214,3
37474,60,5
37160,671,4
28428,1990,4
37474,174,4
37474,2255,1
5722,6764,4
37475,244,3
3551,6047,4
37468,1418,5
21082,8632,4
37468,1693,5
37468,1931,5
30791,5595,3
37469,469,3
37469,356,3
28146,435,4
37469,1486,5
37469,5071,4
23465,7006,4
37476,565,5
37476,603,5
37476,1200,5
37469,60,3
37469,9356,4
5761,320,4
37479,5430,5
31396,7132,5
37480,469,3
37479,174,1
37479,176,3
37479,5949,3
19434,1001,1
37480,3704,2
37479,3375,3
7561,6784,4
37479,4546,5
37479,4616,5
37479,6151,3
35052,2728,4
12149,313,4
7669,774,5
25974,3450,3
13812,3005,3
36179,1693,4
36179,1931,4
36179,565,4
18271,320,2
36179,215,5
25255,4122,4
35193,3914,2
25255,112,3
25255,60,4
2812,3073,4
31126,469,5
2812,215,4
25255,147,4
25255,2520,4
25255,822,5
25255,320,4
25255,119,5
24982,1587,2
31126,5986,3
8932,1549,3
8932,1774,3
8932,1827,3
8932,1975,3
8932,1977,3
37271,6775,5
25255,215,4
22034,446,5
25255,176,4
15038,7267,3
25255,1990,3
15038,176,4
28252,217,5
15038,6130,4
15038,174,4
28084,991,4
21447,6278,5
15038,2592,5
15038,2586,4
15038,99,1
21447,1555,5
21447,3699,5
21447,7459,5
7137,1743,5
7137,2587,5
37475,99,3
33493,9609,4
37475,3375,5
37475,3802,4
37488,9187,5
37489,60,5
37489,822,5
37489,119,5
36630,3632,4
7397,6814,4
23555,423,5
13850,6360,5
37490,5599,3
8926,2728,4
37492,60,5
37492,167,5
37492,5453,5
37492,7055,5
37492,8309,5
37492,147,5
9436,1001,4
37493,232,5
33551,1190,4
37493,612,5
37493,725,5
14824,6153,4
31148,1001,3
18643,6830,4
18643,7244,4
32029,2726,3
26176,9585,3
32397,6916,4
37494,198,3
37494,313,3
37494,316,4
18144,4837,4
25255,1471,4
32892,1263,5
25340,9820,3
37495,60,1
37495,167,4
37495,316,3
37495,8669,3
35232,1001,5
36550,725,3
36550,3366,5
36550,3870,4
36550,7211,3
36550,232,5
36550,9710,5
37493,167,4
37496,60,4
37496,167,4
36550,1693,5
36550,1418,5
36550,1931,5
37496,119,3
36550,5599,5
19094,423,2
37496,4079,5
31272,789,3
14915,313,4
1339,1990,4
37498,2586,5
37498,356,3
28083,423,3
17602,6212,5
37348,3300,1
20056,1522,3
37499,1693,5
37499,469,2
27971,6907,2
5434,9196,5
5434,7699,5
37499,356,3
37500,389,5
37500,232,5
37499,1931,4
37170,1000,5
26391,1911,4
6471,3343,2
37499,4978,4
1031,3615,4
19804,6451,4
37500,119,5
37500,914,4
15839,7699,2
37500,1555,4
16214,1883,5
37500,176,4
9965,198,5
6341,1682,5
6341,174,3
623,1263,4
623,2140,3
623,2728,4
21272,1001,4
143,1990,5
4526,4103,4
17685,1743,5
17685,5328,3
36935,603,3
36935,565,4
1706,874,4
19406,1000,4
36617,473,2
6984,3456,4
6984,4363,4
33398,198,4
33933,119,5
20522,6872,5
12951,1990,4
12951,7108,4
33099,2791,5
37503,198,3
37503,822,3
37503,60,3
37503,215,3
37503,119,5
34098,99,5
37503,1001,3
9340,320,5
23105,1743,4
23105,1000,4
37509,119,4
37509,3844,3
14359,5960,5
21748,8695,4
22033,60,4
8916,320,2
37173,174,3
37462,1240,4
37173,1018,5
37173,565,5
37173,603,5
37513,423,4
37512,446,5
37513,3655,5
37512,672,5
37512,671,4
37512,3229,4
37512,6512,5
37512,6314,4
20683,285,3
15117,147,3
15117,8200,4
14102,112,4
13493,167,5
32392,9643,3
36686,914,4
17275,7453,4
15130,1631,3
13008,665,4
15306,7008,3
31208,1943,3
7729,2334,5
18481,244,5
6733,6764,4
27093,3880,2
12330,438,2
34527,672,3
37514,3003,3
37514,1241,3
35780,167,5
37514,3122,4
35780,174,2
35780,473,3
37514,313,3
37514,217,5
25579,147,4
9411,217,4
37521,3122,5
37511,232,4
37521,9212,5
37521,8009,4
28963,99,3
37521,4050,5
34743,1782,4
37521,119,4
37521,3399,4
37521,3493,4
37521,198,5
37524,8009,5
37524,1461,5
37524,3752,5
37524,4616,5
37524,1325,5
37524,4401,5
37524,473,5
37525,320,2
37524,1712,5
37525,60,5
37525,822,5
3537,7944,5
24205,174,3
12589,1964,4
28936,2520,4
37520,3802,5
36098,7072,5
28936,986,3
28936,789,4
28936,356,4
18230,1831,3
18715,6097,3
26962,2431,5
4257,423,5
31956,7494,4
14666,2412,4
33827,60,4
6645,99,4
21894,6451,5
21894,9508,5
12489,313,4
1997,7699,4
7700,3005,4
32607,119,2
33505,6592,4
29918,215,5
732,822,4
23772,7610,5
22277,673,5
33525,2520,4
37529,3704,4
37529,147,4
37529,435,2
35697,217,1
37531,1461,5
23299,3747,4
8027,217,4
37533,215,3
37532,198,4
37533,4050,4
37533,60,4
37532,3399,5
37532,174,5
19827,1263,5
20143,5240,3
28171,60,5
2372,3545,4
25375,1141,5
28171,1461,4
28171,3752,4
28171,176,4
28171,9212,4
28171,8009,4
3657,9883,4
28171,9214,5
20288,320,4
27801,5573,5
27801,6757,5
27801,3003,5
27801,198,5
37536,1001,2
37536,822,2
27801,9212,5
14632,1190,5
15615,910,2
10076,7108,2
14632,198,5
6699,7699,4
14837,7113,3
37487,6097,3
14516,215,3
26492,198,4
13087,987,5
9676,232,3
15515,1029,5
37484,356,4
37484,1033,4
37484,873,4
26109,3914,3
4308,5698,3
37537,99,4
8986,3300,3
14871,9365,4
37538,176,5
37538,232,5
37538,217,4
35997,3478,4
35997,3768,4
37539,3704,5
36955,7132,4
29111,4963,5
37316,665,5
37540,60,5
16314,320,5
34256,7281,5
37542,356,5
37542,873,5
37542,1033,5
37542,1163,5
37542,1225,5
37542,1289,5
37542,1233,5
37542,1827,5
37542,1476,5
37542,1774,5
37542,1975,5
37542,1977,5
37542,1549,5
22376,60,4
12024,198,4
19502,2627,4
27273,435,3
9362,4072,3
37490,3478,3
37544,5573,3
5077,320,4
37544,3122,5
37253,112,5
27273,827,5
37544,9796,5
27615,313,4
23656,6140,3
16958,423,5
37520,99,5
37545,1418,4
37545,1693,4
37545,1931,4
17933,119,5
12714,4378,4
12339,313,3
32598,1001,3
37497,9796,5
37497,5802,4
37497,1418,4
37497,60,4
15761,5838,3
23267,5906,5
23267,2555,5
16314,2334,4
30135,581,5
16314,8056,5
16314,6120,5
37547,198,3
16314,313,3
23267,7022,4
37547,119,3
37547,356,4
8680,215,3
37548,4062,5
37548,4948,5
37548,5969,5
37548,3167,5
16314,112,3
16314,6676,2
22605,4310,4
22605,5093,4
22605,5433,4
22605,7627,4
22605,9274,4
37540,9906,5
37548,1838,4
37548,1461,5
37548,3752,5
37548,3035,5
37373,2501,4
37373,2109,4
37373,2718,3
37548,3431,5
37373,2944,3
16288,198,5
20800,1837,4
16288,4429,5
16288,1325,5
37373,1838,4
16288,60,5
16288,244,2
16288,215,5
16288,473,5
26588,822,4
25181,5594,5
5222,473,3
19319,60,3
18787,3493,3
36051,198,5
21814,6323,3
281,5934,3
281,6153,3
37010,3087,5
36051,3035,4
36051,2373,4
34964,147,5
36051,119,5
12196,6764,4
36051,6627,4
36051,9602,4
36051,2268,4
36051,1831,4
36051,6140,4
37549,147,4
37549,1325,5
37549,473,4
37549,217,5
37549,215,3
37549,232,5
24431,313,4
19255,112,5
30584,2501,4
10632,6451,3
20757,1190,4
7145,356,5
31960,7821,4
30213,6189,5
30213,7081,3
30213,2470,4
30213,2501,3
30213,2109,3
30213,2718,4
30213,2944,4
37551,167,5
18545,3914,4
17061,1225,3
18544,244,5
24698,198,4
12249,3375,4
993,119,5
14530,1203,3
20921,8662,4
19714,3343,4
36928,3505,5
24698,244,4
32149,3823,3
5812,3268,4
13695,4837,4
34673,4848,3
16944,9883,4
33585,7256,3
35003,6232,4
33585,9777,3
30350,1911,4
30350,1190,5
16944,423,4
4114,603,5
4114,565,5
19147,1665,5
19654,60,4
31744,313,2
24557,4913,4
1665,99,3
36277,4950,3
4681,6764,2
34924,313,4
25988,320,2
32999,7885,5
24319,5595,3
21440,244,4
24801,313,4
34585,320,4
34585,3122,5
33447,320,5
5819,9883,4
37554,60,5
37554,119,5
37554,8873,3
4646,320,4
37554,4079,5
37554,2412,4
37554,665,3
37554,4763,4
37555,6251,5
37555,6293,3
37555,7721,5
37555,7566,4
37555,7959,4
37555,7610,3
37134,356,5
35238,2586,4
5994,320,3
36266,2098,4
36266,403,4
36266,4103,3
37362,7932,3
37362,9082,3
26606,198,5
26606,5070,5
37560,167,4
37560,60,5
37560,119,4
16107,5599,5
30698,1471,5
7072,244,5
29998,147,4
25932,1471,4
25932,7403,4
21280,3458,2
19576,3167,5
19576,4056,5
19576,2791,4
19576,1838,5
19576,3214,5
19576,910,5
19576,914,4
19576,176,3
19576,403,5
32131,7382,3
29582,3493,5
10426,389,3
27055,6907,3
29516,313,3
34584,671,2
34584,1461,5
34584,3752,2
34584,1240,2
35957,910,5
20975,1461,4
20975,1240,4
19967,9626,3
6521,7698,4
20975,469,5
25218,469,5
25218,119,3
11910,147,2
25218,5930,5
25218,316,5
14105,167,4
30650,1190,5
34584,1631,2
34584,446,3
34584,672,3
34584,3229,3
34584,5665,2
34584,6512,2
34584,5505,4
34584,6212,2
34584,6211,2
34584,6314,3
34584,8215,2
34584,9494,2
34584,9212,2
37566,435,3
37566,8739,5
25462,5376,3
37567,147,5
37567,1325,4
37567,435,5
35955,1418,4
37567,473,3
35955,3291,5
35955,1325,4
35955,320,5
35955,1240,4
35955,217,5
35955,5554,5
35955,167,5
37567,176,4
35955,7258,5
35955,232,4
1553,673,4
37567,316,4
22058,6757,2
36132,2207,4
37569,1141,3
95,215,5
37470,4055,2
37569,6055,3
23054,119,4
37569,671,4
37569,1461,4
37569,446,4
37569,2431,4
6466,7165,5
19188,1837,4
37114,1682,4
34960,8402,5
37114,565,4
37114,603,4
26176,1743,5
37114,2791,5
35746,99,5
35746,3005,3
3137,5449,4
4300,320,5
32218,393,4
34588,473,5
34588,1325,5
34588,1911,5
34588,4401,4
30328,389,3
30328,565,4
30328,603,3
33053,2791,4
2150,2140,4
3991,5070,4
33959,473,3
3007,1001,3
37570,147,5
37570,435,2
5270,3399,5
23465,6212,3
19608,8223,5
32818,884,5
37570,5520,5
19467,244,4
19608,2129,4
5270,665,5
14775,3699,3
35276,446,4
7464,1203,4
36093,60,3
5270,356,3
23955,198,5
28545,5668,4
28545,5934,4
28545,6153,2
5270,198,5
6722,232,4
5270,2627,5
26158,244,4
37571,3343,4
31130,6189,5
11191,1241,4
12342,3133,5
37564,176,4
37271,9626,5
28580,285,3
15689,1190,4
37564,4978,5
1944,9437,4
37564,1325,2
8514,320,4
16153,7698,4
16153,4237,3
8951,1001,1
37564,3035,4
37564,987,3
37575,313,5
37564,986,2
37564,5949,4
37575,1471,5
37564,8371,4
37564,473,3
7113,1990,4
37564,3431,4
7437,1587,4
34233,7741,5
684,665,4
37572,3684,5
35818,99,3
31161,1555,4
19493,1190,5
27790,9155,3
27336,1001,3
15343,198,4
27336,244,4
27336,4837,4
32056,244,4
37578,119,4
37578,671,4
3137,6784,3
2324,119,4
3137,4050,5
2324,244,5
37581,1693,5
37581,1931,5
37581,1418,5
37581,176,5
37581,232,5
2324,232,4
2324,4848,4
37581,612,5
37581,725,5
37581,986,5
37581,2412,5
37572,789,5
37572,9463,3
7669,423,5
27336,7382,3
37572,232,3
37572,612,2
37572,725,5
37572,2412,4
33780,4066,3
29998,874,4
17395,2555,5
30528,7382,4
776,215,4
23996,7589,3
33408,9973,3
10569,2728,4
16031,2520,5
36103,8778,5
7225,1990,3
12775,112,4
36362,672,5
15188,60,5
15450,167,2
27526,119,5
27526,473,4
22062,5690,3
11905,356,4
24557,174,3
37464,1693,4
37464,1931,4
16281,6158,4
37464,2382,3
37464,2299,3
9486,2728,5
9941,60,4
6018,822,4
37585,167,4
37585,232,3
37585,1931,3
37585,612,3
37585,5599,3
37585,1486,3
37572,5093,4
13753,1798,4
15739,285,3
3271,8945,5
6847,665,3
36795,99,4
6929,3005,4
37472,9530,4
37586,313,2
4122,9421,4
21204,1883,4
30174,60,2
37586,232,3
32475,215,5
15152,4319,4
34580,119,4
22857,167,4
771,217,3
2189,320,3
37591,446,5
37591,174,3
16715,313,5
28099,1909,4
37586,2207,3
23285,3375,2
20311,244,3
36719,320,5
4251,4254,4
845,4237,5
37585,1418,3
37585,1693,3
37590,2470,4
37590,2501,4
37590,2109,5
37590,2718,4
37590,2944,5
37590,7378,5
37590,167,5
2971,244,4
7066,1001,3
22720,244,3
37264,7266,5
23380,285,4
14510,147,3
14943,1001,2
31371,3300,5
36979,7113,4
36979,9848,3
37577,2109,3
27953,99,1
36098,3870,5
11135,1000,2
25546,4837,5
24895,974,4
33966,1943,5
37600,176,5
37600,232,4
37600,612,4
37600,725,4
37082,119,5
37600,356,3
37600,873,3
37600,1033,3
37600,1163,3
37600,1225,3
37600,1289,3
37600,1233,3
37600,1549,3
37600,1476,3
37600,1774,3
37600,1827,3
37600,1975,3
37600,1977,3
4775,822,2
37600,3291,5
15869,3343,3
37600,6385,4
37598,198,4
37577,2470,3
34494,9668,4
25458,232,4
37577,6234,3
4872,4626,3
28314,6140,4
37561,389,5
37561,565,5
37561,603,5
37561,1665,4
37561,1200,5
37561,862,5
37561,356,4
37561,873,4
37561,1033,4
37561,1163,4
37561,1225,4
37561,1289,4
37561,1233,4
37561,1549,5
37561,1476,5
37561,1774,4
37561,1827,5
37561,1975,4
37561,1977,4
37561,215,5
37561,1816,4
37561,1682,4
37487,9071,3
37585,403,4
37602,217,5
37602,4848,5
37602,6194,5
12708,3823,3
31155,4020,4
1970,1816,5
22945,1200,3
37220,1555,4
37571,435,5
15824,5376,5
37550,822,4
7451,8056,4
37550,8709,4
37550,6278,3
36653,215,4
36857,1693,4
6402,99,3
10507,8142,3
37606,167,4
37606,2160,5
37606,393,3
6627,4237,4
23221,167,4
20575,565,5
20575,603,5
20575,9141,5
20575,1665,4
29290,8095,5
7231,1001,4
35941,3167,3
35941,3214,4
35941,3786,3
35941,356,4
35941,873,4
35941,1033,4
35941,1163,4
35941,1225,4
35941,1289,4
35941,1233,4
35941,1549,4
35941,1476,4
35941,1774,4
35941,1827,4
35941,1975,4
35941,1977,4
14949,7478,5
37601,313,4
37601,60,4
37601,2207,3
37601,1325,4
37601,473,4
14030,974,3
28247,991,4
2618,1837,5
37595,9820,4
37595,7791,4
11119,215,4
33920,99,4
29876,435,4
37611,1190,2
37611,60,2
37611,174,5
37608,167,4
27,7543,3
37611,1241,4
2826,2833,4
37612,176,3
37612,232,4
37612,7707,4
37612,5080,3
37612,9883,5
37612,6117,3
37612,244,4
36277,60,3
37612,6523,4
37614,403,3
37614,217,3
2826,610,5
28676,910,3
9819,4837,5
37617,167,4
37617,914,5
37617,910,4
37617,2520,4
37617,119,4
37615,6130,4
6936,1816,3
37615,7741,4
37617,176,3
37615,176,4
37617,215,4
37617,1816,3
37617,974,4
37617,3632,4
37617,6709,4
37615,3366,4
29904,2520,5
21311,9997,4
37618,198,5
37610,215,4
37618,60,5
15295,1190,5
16231,5668,3
37621,5376,5
31048,4626,4
37621,215,5
37621,910,5
37621,789,4
37621,914,5
5493,473,5
37621,974,5
5493,665,1
5493,198,5
28540,167,4
9284,7698,5
37494,244,3
25594,1241,3
35715,7494,1
37623,2683,5
37623,1241,5
37623,6533,4
37623,3167,5
37623,3214,4
37623,3786,5
37623,4056,5
13678,198,3
29735,5071,5
29735,8669,5
29735,356,4
37623,2175,4
4470,914,3
4470,874,3
12865,1816,4
12897,2849,3
37625,2460,5
37625,8415,4
37420,119,4
37420,176,3
5814,2207,4
16573,2129,4
30134,393,4
23712,986,2
23712,5949,5
37628,176,3
37305,215,4
18945,167,4
17823,435,4
34567,99,4
19458,6764,3
23712,6569,4
37630,60,4
23712,725,4
37629,356,4
6735,217,3
23712,313,4
37630,473,3
6011,1837,4
37630,1033,3
37630,1289,3
37466,1277,5
13386,1000,3
37631,60,5
19417,324,5
37631,217,5
37631,316,3
26370,987,3
24207,8919,4
15315,356,3
37598,5930,3
22034,1964,3
37388,7113,3
37388,603,4
37388,565,4
37388,9499,5
37388,9643,4
37388,5599,4
37388,4993,4
37388,5357,4
37388,9074,5
37388,9434,5
37388,1418,4
37388,1931,4
37388,1665,4
37388,1200,5
16808,1190,5
25516,9463,4
16364,2791,3
22617,99,5
8808,6031,4
5150,1831,5
8808,822,4
37635,446,3
30556,6189,3
7836,423,3
37636,198,5
37636,5399,5
37637,473,5
37636,403,5
37636,4050,5
37636,119,5
20964,99,3
29129,423,4
35677,5328,5
15799,6232,4
1371,6852,4
37638,4083,4
37638,6130,3
37638,5799,3
37638,4616,3
37638,9212,3
4206,2373,4
36630,60,3
34697,3005,4
37194,1743,3
2053,8309,4
19051,215,5
16563,1743,4
1338,438,5
20317,6211,5
14919,119,4
12373,217,3
4195,320,4
24382,1816,4
37641,1418,5
37643,316,3
37643,403,5
37643,4079,4
37609,987,5
37643,789,5
37643,671,5
37645,5132,3
36531,1563,4
37647,473,4
37647,446,3
37647,1240,4
37647,7281,4
35143,198,2
37647,198,4
37647,119,5
37647,7666,4
37392,435,3
3940,1831,4
3940,2791,4
3940,3005,4
3940,1001,3
407,147,3
37595,4083,4
29373,320,4
32350,147,5
32350,435,5
3010,112,5
37651,2334,5
2056,3615,5
19235,4086,4
30061,7840,4
37650,3639,3
9705,1798,4
37615,8318,4
3020,874,5
22233,9274,3
5162,7404,4
37644,789,5
35201,3981,4
37644,9463,3
5492,6784,3
37644,6386,4
37653,1555,3
37653,3699,4
37653,4718,3
27441,1837,5
37595,6482,4
37653,60,5
37653,119,4
37653,198,3
37653,316,3
37653,446,4
37653,356,3
31980,6771,3
37616,2373,5
37616,5771,5
37655,3003,3
37329,665,5
37643,9463,4
37655,5399,4
31812,581,4
37655,3981,4
37655,5986,3
32339,862,5
20679,435,3
37656,4062,5
37656,3003,4
37656,5573,3
37656,4848,4
37656,60,3
37648,8819,5
34341,174,3
24543,285,3
33767,7403,4
37657,603,3
37657,389,5
37657,910,3
37657,914,3
15117,5583,5
37657,167,2
5262,874,4
11123,1001,3
37658,8182,5
37658,1471,5
37658,1241,4
37646,7994,4
34449,3013,4
32607,6764,2
20641,232,5
37659,176,5
37659,4616,5
37659,5799,5
37659,9592,4
37659,5969,5
37659,5080,5
37660,2460,5
37660,147,3
37659,3042,5
37659,3003,5
37659,5573,5
37659,1831,5
32445,9906,4
24423,5328,5
37663,176,4
37663,2538,3
31532,928,3
37662,119,4
37662,4047,3
37663,119,4
37662,316,3
33602,5376,4
33602,403,4
12084,9508,4
12084,6451,4
37663,217,3
37663,3208,4
37663,665,4
37663,198,4
37663,986,3
33602,3106,3
6850,5447,4
36381,7404,5
23923,244,5
37664,99,3
37664,8309,3
37664,8765,5
25858,4020,4
16808,3122,5
37670,2373,4
37671,3699,4
37671,5802,3
37668,1240,5
37670,60,3
37671,1018,5
37671,3291,3
37671,1964,5
37671,5132,5
37671,403,4
37668,7022,4
15451,987,5
18758,1033,3
7390,7403,5
17418,7132,4
12898,2609,4
15012,217,4
15012,1241,4
12898,928,3
35914,60,4
5220,423,4
4416,9508,3
5220,7403,4
37672,1587,4
35914,6031,5
37672,313,5
37672,217,5
35002,313,4
12908,987,4
37668,6921,4
37668,8455,4
36941,4950,4
37674,2592,5
36941,581,4
37674,1461,5
37674,3752,5
37672,4363,3
37674,5802,5
27054,4319,2
37642,313,4
37642,438,4
27054,119,5
37642,1612,4
37676,4948,3
37676,5969,4
37676,5080,4
37394,1555,2
34231,3458,5
20040,2833,3
37010,119,5
37394,60,2
37394,119,2
11161,9643,4
37010,473,3
30577,1001,3
37010,147,4
37010,1325,3
37010,1911,4
37010,176,4
37654,462,3
37654,1838,4
37654,3167,3
31197,316,4
37654,9983,4
17505,7642,4
14850,473,3
37679,469,3
37679,356,4
35724,119,2
37679,873,5
37679,1033,5
37679,1163,5
37679,1225,5
37679,1289,5
37679,1233,5
37679,1549,5
37679,1476,5
37679,1774,5
37679,1827,5
37679,1975,5
37679,1977,5
37128,3042,3
28651,4545,4
37010,8819,5
37010,217,5
35724,3268,5
15043,5461,4
27541,3632,4
9651,2258,3
9610,4050,4
9610,6240,4
37680,2683,2
37680,316,3
37680,4079,4
19617,112,5
14781,3005,4
37680,6232,4
37680,8318,3
37680,176,3
20507,320,4
3642,313,4
11266,3953,2
37682,5531,4
12864,198,4
37682,244,5
20182,1203,5
28273,9995,2
5262,5698,3
37661,5502,5
37661,4930,5
35781,3905,4
37661,393,5
37661,7621,5
37661,8668,5
37661,8363,5
37661,752,5
16062,1000,5
26606,1000,4
37017,672,4
30433,1000,2
30433,1743,3
37685,910,5
37685,2189,5
37627,99,4
37627,4471,5
37627,6158,5
31728,112,3
37627,4089,4
37627,3042,4
37627,5741,4
37627,6757,4
37683,119,2
13781,8431,4
13781,7158,4
37687,99,5
13413,393,4
33936,393,5
34967,7530,5
16208,4089,3
16208,1587,4
16208,7566,3
22807,5906,5
22807,3639,3
13413,3444,5
28675,8195,3
37627,3300,4
4349,324,4
13413,4047,4
8156,789,3
16709,60,2
37688,2922,4
37689,1612,3
16709,435,2
16709,356,3
37689,356,5
35526,987,5
37399,198,4
15117,60,4
26876,1831,3
26876,5433,4
26876,8182,4
37691,1816,4
37691,2189,5
37691,4026,5
37691,910,5
37691,914,5
26876,4079,5
36040,147,4
37666,473,3
35618,119,3
37693,446,5
37666,198,4
35618,3545,5
37666,176,3
35618,167,5
37666,99,2
2306,446,5
35618,7893,5
35618,8103,5
23378,7459,2
12481,5690,3
37694,4163,3
37694,7459,3
28395,119,3
28395,1001,4
28886,60,2
28886,119,4
34967,356,5
13548,5522,4
37685,60,4
1338,3343,2
17948,313,3
27689,112,5
14824,3005,4
8351,215,4
37568,2255,3
14662,7974,1
37568,1929,2
37568,4465,4
37568,4493,3
37568,8195,4
37660,469,3
25916,1522,3
11405,99,5
37685,232,4
37685,612,4
37685,725,4
37697,217,5
37697,174,5
37697,2833,5
37695,198,4
37695,1325,3
31402,2726,4
37695,473,4
37695,313,4
37695,1911,5
32796,8374,3
37698,167,4
37698,2460,5
37698,4930,4
